idhh	idperson	idmother	idfather	idpartner	idorighh	idorigperson	xhh_s	xhh	dag	dgn	dec	dwt	dms	dhh	ddi	dur	deh	dct	dcz	les	loc	lfo	lcs	lindi	lindi01	yem	yse	yag	ytn	yds	bsa_s	boa_s	bed_s	tscee_s	tscer_s	ttn_s	ttb01_s	ttb02_s	ttb_s	tin_s	tva_s	arf	aec	sel_s	spl	splpf	ses	ses01	ses02	ils_head	ils_earns	ils_origy	ils_tax	ils_sicee	ils_sicse	ils_sicer	ils_pen	ils_benmt	ils_bennt	ils_benki	ils_ben	ils_dispy	ils_dispy_pf	ils_dispyki	ils_taxind	ils_sic	ils_bch	ils_bsa	ils_bsu	ils_bdi	ils_bun	ils_bag	ils_dispyx	ils_dispyx_pf	ils_con	ils_con_pf	ils_coicop01	ils_coicop02	ils_coicop03	ils_coicop04	ils_coicop05	ils_coicop06	ils_coicop07	ils_coicop08	ils_coicop09	ils_coicop10	ils_coicop11	ils_coicop12	il_exp_vat	tu_household_dv_HeadID	tu_household_dv_IsDependentChild	tu_household_dv_IsLoneParent	tu_household_dv_IsPartner
601	60102	0	0	60101	601	60102	0	0	62	0	0	493,09	2	0	0	0	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	76	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	76	0	0	76	76	76	76	0	0	0	76	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60101	0	0	1
601	60103	60102	60101	0	601	60103	0	0	40	1	0	493,09	2	0	0	0	3	101	1	3	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60101	0	1	0
601	60104	60102	60101	0	601	60104	0	0	35	1	0	493,09	1	0	1	0	2	101	1	8	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60101	0	0	0
601	60105	60102	60101	0	601	60105	0	0	34	1	0	493,09	1	0	0	0	2	101	1	3	5	1	1	10	12,09	944,06	0	0	0	649,07	0	0	0	47,2	94,41	0	0	944,06	896,86	197,13	0	0	0	0	145,1	131,8	0	0	0	0	944,06	944,06	197,13	47,2	0	94,41	0	0	0	0	0	699,73	699,73	699,73	0	141,61	0	0	0	0	0	0	699,73	699,73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60101	0	0	0
601	60106	0	60103	0	601	60106	0	0	13	1	2	493,09	1	0	0	0	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60101	1	0	0
602	60201	0	0	60202	602	60201	3276,08	3021,46	45	1	0	493,09	2	1	0	0	5	101	1	3	1	1	1	9	10,88	2341,62	0	0	0	1561,45	0	0	0	117,08	234,16	0	0	2341,62	2224,54	529,05	280,01	3	3	0	145,1	131,8	5,65	6	2,45	1	2341,62	2341,62	529,05	117,08	0	234,16	0	0	0	0	0	1695,49	1415,48	1695,49	280,01	351,24	0	0	0	0	0	0	1695,49	1415,48	3276,08	2996,06	881,4	8,06	215,41	168,91	158,13	201,44	290,79	16,3	51,93	0	448,83	4,51	1750,09	60201	0	0	0
602	60202	0	0	60201	602	60202	0	0	41	0	0	493,09	2	0	0	0	5	101	1	3	2	1	1	10	12,09	1297,86	0	0	0	880,04	0	0	0	64,89	129,79	0	0	1297,86	1232,97	281,16	0	0	0	0	145,1	131,8	0	0	0	0	1297,86	1297,86	281,16	64,89	0	129,79	0	0	0	0	0	951,81	951,81	951,81	0	194,68	0	0	0	0	0	0	951,81	951,81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60201	0	0	1
602	60203	60202	60201	0	602	60203	0	0	23	0	0	493,09	1	0	0	0	5	101	1	3	3	1	0	4	4,84	1380,8	0	0	0	934,19	0	0	0	69,04	138,08	0	0	1380,8	1311,76	300,86	0	0	0	0	145,1	131,8	0	0	0	0	1380,8	1380,8	300,86	69,04	0	138,08	0	0	0	0	0	1010,9	1010,9	1010,9	0	207,12	0	0	0	0	0	0	1010,9	1010,9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60201	0	0	0
602	60204	60202	60201	0	602	60204	0	0	19	0	5	493,09	1	0	0	0	3	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60201	0	0	0
602	60205	60202	60201	0	602	60205	0	0	14	0	3	493,09	1	0	0	0	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60201	1	0	0
602	60206	60202	60201	0	602	60206	0	0	9	0	2	493,09	1	0	0	0	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60201	1	0	0
603	60301	0	0	0	603	60301	949,2	895,68	64	1	0	399,18	1	1	0	0	2	101	1	3	6	1	0	1	1,21	992,11	0	0	0	680,44	0	0	0	49,61	99,21	0	0	992,11	942,51	208,54	83,73	2	2	0	145,1	131,8	0,8	1	1	1	992,11	992,11	208,54	49,61	0	99,21	0	0	0	0	0	733,96	650,23	733,96	83,73	148,82	0	0	0	0	0	0	733,96	650,23	949,2	865,47	220,67	2,73	67,43	57,11	53,47	76,65	94,36	5,51	17,56	0	111,66	1,53	523,3	60301	0	0	0
604	60401	0	0	0	604	60401	546,09	597,26	48	0	0	399,18	3	1	0	0	3	101	1	2	9	0	0	12	14,51	0	0	0	0	423,22	386	0	0	0	0	0	0	0	0	0	57,36	3	3	1	145,1	131,8	2,95	3	1,73	1	0	0	0	0	0	0	0	386	0	0	386	386	328,64	386	57,36	0	0	386	0	0	0	0	386	328,64	546,09	488,73	152,11	1,84	49,45	38,63	36,16	37,24	57,89	3,73	11,89	0	81,98	1,03	358,49	60401	0	1	0
604	60402	60401	0	0	604	60402	0	0	21	0	5	399,18	1	0	0	0	3	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60401	0	0	0
604	60403	60401	0	0	604	60403	0	0	15	0	3	399,18	1	0	0	0	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60401	1	0	0
605	60501	0	0	60502	605	60501	149,97	150,29	80	1	0	598,42	1	1	1	0	0	101	1	8	-1	-1	0	0	0	0	0	0	0	483,68	356	106	0	0	0	0	0	0	0	0	14,1	1	2	1	145,1	131,8	1,6	2	1,41	1	0	0	0	0	0	0	0	462	0	0	462	462	447,9	462	14,1	0	0	462	0	0	0	0	462	447,9	149,97	135,87	35,28	0,48	12,19	10,14	9,48	11,62	14,8	0,98	3,12	0	18,64	0,27	88,14	60501	0	0	0
605	60502	0	0	60501	605	60502	0	0	88	0	0	598,42	1	0	0	0	0	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	106	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	106	0	0	106	106	106	106	0	0	0	106	0	0	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60501	0	0	1
606	60601	0	0	0	606	60601	755,12	712,19	27	1	0	598,42	1	1	0	0	3	101	1	3	6	1	0	1	1,21	814,56	0	0	0	564,53	0	0	0	40,73	81,46	0	0	814,56	773,83	166,37	66,67	2	2	0	145,1	131,8	1,1	1	1	1	814,56	814,56	166,37	40,73	0	81,46	0	0	0	0	0	607,46	540,78	607,46	66,67	122,18	0	0	0	0	0	0	607,46	540,78	755,12	688,45	174,98	2,08	60,1	43,56	40,77	56,4	71,12	4,21	13,41	0	93,09	1,16	416,7	60601	0	0	0
607	60701	0	0	60702	607	60701	745,67	809,62	57	1	0	635,99	1	1	0	0	3	101	1	2	6	0	0	1	1,21	0	622,33	227	822,76	734,29	0	0	0	0	0	0	824,33	0	824,33	179	76,63	1	2	0	145,1	131,8	2,9	3	1,73	1	849,33	849,33	179	0	0	0	0	0	0	0	0	670,33	593,7	670,33	76,63	0	0	0	0	0	0	0	670,33	593,7	745,67	669,04	215,96	2,2	71,4	45,95	43,01	59,35	77,76	4,44	14,12	0	116,28	1,22	478,93	60701	0	0	0
607	60702	0	0	60701	607	60702	0	0	52	0	0	635,99	1	0	0	0	2	101	1	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60701	0	0	1
607	60703	60702	60701	0	607	60703	0	0	26	1	0	635,99	1	0	0	0	3	101	1	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60701	0	0	0
608	60801	0	0	0	608	60801	892,99	893,64	40	0	0	2257,43	3	1	0	1	3	101	1	2	9	0	0	4	4,84	0	287,36	0	708,41	242,05	0	0	0	0	0	0	287,36	0	287,36	44,76	85,51	1	2	0	145,1	131,8	5,35	7	2,65	1	287,36	287,36	44,76	0	0	0	0	0	0	0	0	242,61	157,1	242,61	85,51	0	0	0	0	0	0	0	242,61	157,1	892,99	807,49	224,9	2,47	59,98	51,74	48,42	57,13	101,06	5	15,92	0	146,8	1,39	534,42	60801	0	1	0
608	60802	60801	0	60806	608	60802	0	0	22	1	0	2257,43	1	0	0	1	3	101	1	3	9	0	0	3	3,63	318,85	0	0	0	292,15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	318,85	318,85	0	0	0	0	0	0	0	0	0	318,85	318,85	318,85	0	0	0	0	0	0	0	0	318,85	318,85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	0	0	0
608	60803	60801	0	0	608	60803	0	0	16	0	3	2257,43	1	0	0	1	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	1	0	0
608	60804	60801	0	0	608	60804	0	0	9	1	2	2257,43	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	1	0	0
608	60805	60801	0	0	608	60805	0	0	1	1	0	2257,43	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	1	0	0
608	60806	0	0	60802	608	60806	0	0	20	0	0	2257,43	1	0	0	1	3	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	0	0	0
608	60807	60801	0	0	608	60807	0	0	2	1	0	2257,43	1	0	0	1	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60801	1	0	0
609	60901	0	0	60902	609	60901	600,89	601,21	83	1	0	277,8	2	1	1	0	2	101	1	8	-1	-1	0	0	0	0	0	0	0	483,68	356	106	0	0	0	0	0	0	0	0	56,23	2	1	1	145,1	131,8	1,6	2	1,41	1	0	0	0	0	0	0	0	462	0	0	462	462	405,77	462	56,23	0	0	462	0	0	0	0	462	405,77	600,89	544,66	142,28	1,84	47,57	38,37	35,93	48,93	56,15	3,71	11,82	0	82,81	1,02	351,43	60901	0	0	0
609	60902	0	0	60901	609	60902	0	0	80	0	0	277,8	2	0	0	0	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	106	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	106	0	0	106	106	106	106	0	0	0	106	0	0	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60901	0	0	1
610	61001	0	0	61002	610	61001	335,2	400,32	33	1	0	454,99	2	1	0	0	2	101	1	3	6	0	0	1	1,21	0	0	0	0	423,22	386	0	0	0	0	0	0	0	0	0	36,82	1	3	1	145,1	131,8	3,85	5	2,24	1	0	0	0	0	0	0	0	386	0	0	386	386	349,18	386	36,82	0	0	386	0	0	0	0	386	349,18	335,2	298,38	111,99	1,1	30,79	22,94	21,49	29,35	40,1	2,22	7,05	0	55,17	0,61	230,1	61001	0	0	0
610	61002	0	0	61001	610	61002	0	0	30	0	0	454,99	2	0	0	0	2	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61001	0	0	1
610	61003	61002	61001	0	610	61003	0	0	14	1	3	454,99	1	0	0	0	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61001	1	0	0
610	61004	61002	61001	0	610	61004	0	0	12	0	2	454,99	1	0	0	0	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61001	1	0	0
610	61005	61002	61001	0	610	61005	0	0	2	0	0	454,99	1	0	0	0	0	101	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61001	1	0	0
611	61101	0	0	0	611	61101	702,88	623,34	55	1	0	454,99	3	1	0	0	2	101	1	3	6	0	0	1	1,21	949,89	0	0	0	870,36	0	0	0	0	0	0	0	0	0	0	58,44	2	2	0	145,1	131,8	0,9	1	1	1	949,89	949,89	0	0	0	0	0	0	0	0	0	949,89	891,46	949,89	58,44	0	0	0	0	0	0	0	949,89	891,46	702,88	644,44	149,9	1,96	57,87	41,22	38,57	53,79	58,11	3,98	12,67	0	70,1	1,1	365,23	61101	0	0	0
612	61201	0	0	61202	612	61201	938,16	891,48	44	1	0	3683,01	2	1	0	1	5	101	1	2	7	1	0	2	2,42	0	1085,76	92,48	1530,48	842,44	0	0	0	0	0	0	1153,24	0	1153,24	261,23	85,37	3	2	0	145,1	131,8	3,05	4	2	1	1178,24	1178,24	261,23	0	0	0	0	0	0	0	0	917,01	831,65	917,01	85,37	0	0	0	0	0	0	0	917,01	831,65	938,16	852,79	215,72	2,56	71,96	53,82	50,37	68,13	94,05	5,2	16,54	0	127,22	1,45	533,54	61201	0	0	0
612	61202	0	0	61201	612	61202	0	0	38	0	0	3683,01	2	0	0	1	3	101	1	1	5	0	0	2	2,42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61201	0	0	1
612	61203	61202	61201	0	612	61203	0	0	12	0	2	3683,01	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61201	1	0	0
612	61204	61202	61201	0	612	61204	0	0	7	1	2	3683,01	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61201	1	0	0
613	61301	0	0	61302	613	61301	309,4	366,63	34	1	0	1209,46	1	1	0	1	3	101	1	2	7	0	0	2	2,42	0	0	89,03	0	503,23	386	0	0	0	0	0	64,03	0	64,03	1,12	34,57	1	1	1	145,1	131,8	3,3	4	2	1	89,03	89,03	1,12	0	0	0	0	386	0	0	386	473,91	439,34	473,91	34,57	0	0	386	0	0	0	0	473,91	439,34	309,4	274,83	89,08	1,1	27,66	22,98	21,52	32,26	38,28	2,22	7,07	0	49,5	0,61	216,08	61301	0	0	0
613	61302	0	0	61301	613	61302	0	0	32	0	0	1209,46	1	0	0	1	3	101	1	1	9	0	0	2	2,42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61301	0	0	1
613	61303	61302	61301	0	613	61303	0	0	11	1	2	1209,46	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61301	1	0	0
613	61304	61302	61301	0	613	61304	0	0	9	0	2	1209,46	1	0	0	1	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61301	1	0	0
614	61401	0	0	61402	614	61401	402,12	444,49	74	1	0	176,51	1	1	0	0	2	101	1	4	-1	-1	0	0	0	0	0	164,22	0	650,85	386	76	0	0	0	0	139,22	0	139,22	9,09	40,62	1	2	1	145,1	131,8	4,6	5	2,24	1	164,22	164,22	9,09	0	0	0	0	462	0	0	462	617,13	576,51	617,13	40,62	0	0	462	0	0	0	0	617,13	576,51	402,12	361,5	129,87	1,15	31,36	24,03	22,5	29,76	42,27	2,32	7,39	0	66,29	0,64	253,86	61401	0	0	0
614	61402	0	0	61401	614	61402	0	0	62	0	0	176,51	1	0	0	0	2	101	1	7	-1	-1	0	0	0	0	0	0	0	84,64	0	76	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	76	0	0	76	76	76	76	0	0	0	76	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61401	0	0	1
614	61403	61402	61401	0	614	61403	0	0	39	1	0	176,51	1	0	0	0	2	101	1	2	6	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61401	0	0	0
614	61404	61402	61401	0	614	61404	0	0	34	1	0	176,51	1	0	0	0	2	101	1	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61401	0	0	0
614	61405	0	0	0	614	61405	0	0	20	1	0	176,51	1	0	0	0	3	101	1	1	9	0	0	1	1,21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61401	0	0	0
615	61501	0	0	61502	615	61501	894,26	869,93	46	1	0	286,7	2	1	0	0	2	101	1	2	7	0	0	3	3,63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81,57	2	3	0	145,1	131,8	6,8	7	2,65	1	0	0	0	0	0	0	0	0	0	0	0	0	-81,57	0	81,57	0	0	0	0	0	0	0	0	-81,57	894,26	812,69	263,42	2,56	59,5	53,58	50,17	50,53	88,5	5,17	16,48	0	104,6	1,43	509,82	61501	0	0	0
615	61502	0	0	61501	615	61502	0	0	37	0	0	286,7	2	0	0	0	2	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	0	0	1
615	61503	61502	61501	0	615	61503	0	0	21	0	5	286,7	1	0	0	0	3	101	1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	0	0	0
615	61504	61502	61501	61507	615	61504	0	0	19	1	3	286,7	1	0	0	0	1	101	1	3	9	1	0	3	3,63	970,42	0	0	0	666,28	0	0	0	48,52	97,04	0	0	970,42	921,89	203,39	0	0	0	0	145,1	131,8	0	0	0	0	970,42	970,42	203,39	48,52	0	97,04	0	0	0	0	0	718,5	718,5	718,5	0	145,56	0	0	0	0	0	0	718,5	718,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	0	0	0
615	61505	61502	61501	0	615	61505	0	0	17	0	3	286,7	1	0	0	0	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	1	0	0
615	61506	61502	61501	0	615	61506	0	0	11	1	2	286,7	1	0	0	0	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	1	0	0
615	61507	0	0	61504	615	61507	0	0	21	0	0	286,7	1	0	0	0	3	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61501	0	0	0
616	61601	0	0	61602	616	61601	668	663,62	48	1	0	286,7	2	1	0	0	2	101	1	3	6	0	0	1	1,21	552,08	0	0	0	505,86	0	0	0	0	0	0	0	0	0	0	64,02	2	1	0	145,1	131,8	4,15	5	2,24	1	552,08	552,08	0	0	0	0	0	0	0	0	0	552,08	488,06	552,08	64,02	0	0	0	0	0	0	0	552,08	488,06	668	603,97	166,75	1,77	53,19	36,99	34,64	45,1	62,95	3,57	11,38	0	115,33	0,99	400,15	61601	0	0	0
616	61602	0	0	61601	616	61602	0	0	46	0	0	286,7	2	0	0	0	3	101	1	7	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61601	0	0	1
616	61603	61602	61601	0	616	61603	0	0	15	0	3	286,7	1	0	0	0	1	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61601	1	0	0
616	61604	61602	61601	0	616	61604	0	0	11	1	2	286,7	1	0	0	0	0	101	1	6	-1	-1	0	0	0	0	0	0	0	80,62	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	145,1	131,8	0	0	0	0	0	0	0	0	0	0	0	0	0	66,67	0	0	0	66,67	0	0	66,67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61601	1	0	0
